rank,model_id,downloads,likes,model_type,architectures,parameters (str),parameters,library,is_gated,is_moe,config_class,is_supported,Year
545,Qwen/Qwen2.5-Math-7B-Instruct,75806,89,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
546,Qwen/Qwen3-4B-MLX-4bit,75291,29,qwen3,Qwen3ForCausalLM,4B,4000000000,mlx,False,False,Qwen3Config,True,2025
547,Qwen/Qwen2.5-7B-Instruct-1M,75052,369,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2025
548,RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,74994,16,llama,LlamaForCausalLM,70B,70000000000,,False,False,LlamaConfig,True,2024
549,Qwen/Qwen3-14B-Base,74687,52,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
550,nvidia/Llama-3.1-Nemotron-Safety-Guard-8B-v3,74618,17,llama,LlamaForCausalLM,8B,8000000000,,False,False,LlamaConfig,True,2025
551,trl-internal-testing/tiny-BloomForCausalLM,74478,0,bloom,BloomForCausalLM,0.0B,2007216,transformers,False,False,BloomConfig,False,2024
552,tiny-random/qwen3-next-moe,74476,4,qwen3_next,Qwen3NextForCausalLM,0.0B,2839160,transformers,False,False,Qwen3NextConfig,False,2025
553,ibm-granite/granite-3.0-1b-a400m-base,74457,7,granitemoe,GraniteMoeForCausalLM,1b,1000000000,transformers,False,True,GraniteMoeConfig,False,2024
554,LiquidAI/LFM2-8B-A1B,74314,354,lfm2_moe,Lfm2MoeForCausalLM,8B,8000000000,transformers,False,True,Lfm2MoeConfig,False,2025
555,z-lab/Qwen3.6-35B-A3B-DFlash,74062,220,qwen3,DFlashDraftModel,35B,35000000000,transformers,False,False,Qwen3Config,True,2026
556,tiiuae/falcon-mamba-tiny-dev,73836,2,falcon_mamba,FalconMambaForCausalLM,0.01B,8765056,transformers,False,False,FalconMambaConfig,False,2024
557,unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit,73722,4,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2025
558,XLabs-AI/xflux_text_encoders,73720,21,t5,T5EncoderModel,4.8B,4762310656,transformers,False,False,T5Config,False,2024
559,openbmb/MiniCPM-2B-sft-bf16,73408,124,,MiniCPMForCausalLM,2B,2000000000,transformers,False,False,MiniCPMConfig,False,2024
560,unsloth/Qwen2.5-7B,73199,8,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
561,ibm-granite/granite-3.1-8b-instruct,73184,168,granite,GraniteForCausalLM,8b,8000000000,transformers,False,False,GraniteConfig,True,2024
562,google/medgemma-27b-text-it,72614,431,gemma3_text,Gemma3ForCausalLM,27b,27000000000,transformers,True,False,,False,2025
563,casperhansen/deepseek-coder-v2-instruct-awq,72119,11,deepseek_v2,DeepseekV2ForCausalLM,236B,235741434880,transformers,False,True,DeepseekV2Config,False,2024
564,unsloth/Qwen3-4B-GGUF,72018,221,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
565,google/gemma-2-9b,71999,704,gemma2,Gemma2ForCausalLM,9b,9000000000,transformers,True,False,,False,2024
566,NousResearch/Meta-Llama-3.1-8B-Instruct,71879,41,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
567,optimum-intel-internal-testing/opt-125m,71839,0,opt,OPTForCausalLM,,,,False,False,OPTConfig,False,2025
568,trl-internal-testing/tiny-GPTNeoXForCausalLM,71575,0,gpt_neox,GPTNeoXForCausalLM,0.0B,806192,transformers,False,False,GPTNeoXConfig,False,2024
569,LuffyTheFox/Qwen3.5-9B-Claude-4.6-Opus-Uncensored-Distilled-GGUF,71364,114,qwen3_5,Qwen3_5ForConditionalGeneration,9B,9000000000,,False,False,Qwen3_5Config,False,2026
570,Qwen/Qwen2.5-72B,71282,97,qwen2,Qwen2ForCausalLM,72B,72000000000,transformers,False,False,Qwen2Config,True,2024
571,unsloth/Qwen2.5-0.5B,71257,11,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
572,mlx-community/gemma-3-1b-it-qat-4bit,70982,4,gemma3_text,Gemma3ForCausalLM,1b,1000000000,transformers,False,False,Gemma3TextConfig,False,2025
573,Qwen/Qwen-Audio-Chat,70976,96,qwen,QWenLMHeadModel,8.4B,8396222464,transformers,False,False,QWenConfig,False,2023
574,Qwen/Qwen2-7B,70614,171,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
575,h2oai/h2ogpt-4096-llama2-7b-chat,70445,15,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
576,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,69885,5,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2025
577,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,69664,4,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2025
578,openai/gpt-oss-safeguard-20b,69496,223,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
579,upstage/SOLAR-0-70b-16bit,69291,258,llama,LlamaForCausalLM,70b,70000000000,transformers,False,False,LlamaConfig,True,2023
580,unsloth/Qwen3-4B-Instruct-2507,68904,26,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
581,ibm-granite/granite-3.3-8b-instruct,68805,154,granite,GraniteForCausalLM,8b,8000000000,transformers,False,False,GraniteConfig,True,2025
582,ig1/medgemma-27b-text-it-FP8-Dynamic,67935,0,gemma3_text,Gemma3ForCausalLM,27b,27000000000,transformers,False,False,Gemma3TextConfig,False,2025
583,unsloth/gpt-oss-120b,67600,22,gpt_oss,GptOssForCausalLM,120b,120000000000,transformers,False,False,GptOssConfig,False,2025
584,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,67501,30,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
585,unsloth/tinyllama-bnb-4bit,66836,12,llama,LlamaForCausalLM,1.1B,1130479968,transformers,False,False,LlamaConfig,True,2024
586,tencent/Hy3-preview,66746,244,hy_v3,HYV3ForCausalLM,299B,298786155776,transformers,False,False,HYV3Config,False,2026
587,erwanf/gpt2-mini,66730,6,gpt2,GPT2LMHeadModel,0.04B,38604288,transformers,False,False,GPT2Config,False,2024
588,EleutherAI/pythia-2.8b,66564,33,gpt_neox,GPTNeoXForCausalLM,2.8b,2800000000,transformers,False,False,GPTNeoXConfig,False,2023
589,01-ai/Yi-34B-Chat,66549,356,llama,LlamaForCausalLM,34B,34000000000,transformers,False,False,LlamaConfig,True,2023
590,unsloth/DeepSeek-R1-GGUF,66538,1110,deepseek_v3,DeepseekV3ForCausalLM,,,transformers,False,True,,False,2025
591,lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-4bit,66444,6,qwen2,Qwen2ForCausalLM,32B,32000000000,mlx,False,False,Qwen2Config,True,2024
592,unsloth/Qwen3-0.6B-GGUF,66322,126,qwen3,Qwen3ForCausalLM,0.6B,600000000,transformers,False,False,Qwen3Config,True,2025
593,unsloth/Llama-3.2-3B-Instruct-bnb-4bit,65998,35,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
594,lmstudio-community/Qwen3-4B-Thinking-2507-MLX-4bit,65900,12,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
595,microsoft/phi-1_5,65620,1358,phi,PhiForCausalLM,1.4B,1418270720,transformers,False,False,PhiConfig,False,2023
596,HuggingFaceTB/SmolLM2-360M,65545,96,llama,LlamaForCausalLM,0.36B,361821120,transformers,False,False,LlamaConfig,True,2024
597,nm-testing/tinyllama-oneshot-w8w8-test-static-shape-change,65511,0,llama,LlamaForCausalLM,1.1B,1100048692,transformers,False,False,LlamaConfig,True,2024
598,Milos/slovak-gpt-j-405M,65409,2,gptj,GPTJForCausalLM,,,transformers,False,False,GPTJConfig,False,2022
599,BCCard/Qwen3-30B-A3B-FP8-Dynamic,65045,0,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
600,Qwen/Qwen3-30B-A3B-Base,64923,70,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
601,RedHatAI/Qwen3-8B-speculator.eagle3,64832,28,,Eagle3Speculator,8B,8000000000,transformers,False,False,,False,2025
602,farbodtavakkoli/OTel-LLM-1B-IT,64573,1,gemma3_text,Gemma3ForCausalLM,1B,1000000000,,False,False,Gemma3TextConfig,False,2026
603,unsloth/gpt-oss-20b-BF16,64272,33,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
604,sarvamai/sarvam-30b,64270,192,sarvam_moe,SarvamMoEForCausalLM,30b,30000000000,transformers,False,True,SarvamMoEConfig,False,2026
605,lmstudio-community/Qwen3-4B-Thinking-2507-MLX-8bit,64240,7,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
606,lmstudio-community/Qwen3-4B-Thinking-2507-MLX-6bit,63797,2,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
607,Qwen/Qwen3-30B-A3B-Thinking-2507-FP8,63795,64,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
608,nvidia/Qwen3-30B-A3B-NVFP4,63422,30,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,Model Optimizer,False,True,Qwen3MoeConfig,False,2025
609,Zyphra/Zamba2-7B-Instruct,62876,92,zamba2,Zamba2ForCausalLM,7B,7000000000,transformers,False,False,Zamba2Config,False,2024
610,internlm/internlm3-8b-instruct,62762,231,internlm3,InternLM3ForCausalLM,8b,8000000000,,False,False,InternLM3Config,False,2025
611,RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8-dynamic,62334,9,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
612,z-lab/Qwen3.6-27B-DFlash,62256,305,qwen3,DFlashDraftModel,27B,27000000000,transformers,True,False,,False,2026
613,parasail-ai/GritLM-7B-vllm,62173,2,mistral,GritLM,7B,7000000000,,False,False,MistralConfig,True,2024
614,upstage/SOLAR-10.7B-Instruct-v1.0,62094,653,llama,LlamaForCausalLM,10.7B,10700000000,transformers,False,False,LlamaConfig,True,2023
615,mlx-community/Llama-3.2-1B-Instruct-4bit,61994,19,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
616,lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-8bit,61789,4,qwen2,Qwen2ForCausalLM,32B,32000000000,mlx,False,False,Qwen2Config,True,2024
617,MaziyarPanahi/Qwen3-Coder-Next-GGUF,61781,1,mistral,,,,,False,False,MistralConfig,True,2026
618,EleutherAI/pythia-6.9b,61597,62,gpt_neox,GPTNeoXForCausalLM,6.9b,6900000000,transformers,False,False,GPTNeoXConfig,False,2023
619,Qwen/QwQ-32B,61434,2915,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2025
620,baidu/ERNIE-4.5-21B-A3B-PT,60459,175,ernie4_5_moe,Ernie4_5_MoeForCausalLM,21B,21000000000,transformers,False,True,Ernie4_5_MoeConfig,False,2025
621,XiaomiMiMo/MiMo-V2.5-Pro,60415,527,mimo_v2,MiMoV2ForCausalLM,1023B,1023244718976,,False,False,MiMoV2Config,False,2026
622,meta-llama/Llama-Guard-3-1B,60385,107,llama,LlamaForCausalLM,1B,1000000000,transformers,True,False,,False,2024
623,Qwen/Qwen1.5-MoE-A2.7B-Chat,60369,134,qwen2_moe,Qwen2MoeForCausalLM,7B,7000000000,transformers,False,True,Qwen2MoeConfig,False,2024
624,MaziyarPanahi/gpt-oss-20b-Derestricted-GGUF,60291,2,mistral,,20b,20000000000,,False,False,MistralConfig,True,2025
625,MaziyarPanahi/GLM-4.6V-Flash-GGUF,60042,5,mistral,,,,,False,False,MistralConfig,True,2025
626,unsloth/gemma-2-2b-it-bnb-4bit,59963,20,gemma2,Gemma2ForCausalLM,2b,2000000000,transformers,False,False,Gemma2Config,False,2024
627,optimum-intel-internal-testing/tiny-random-Phi3ForCausalLM,59710,0,phi3,Phi3ForCausalLM,0.0B,2072736,transformers,False,False,Phi3Config,True,2025
628,lmstudio-community/Qwen3-4B-Instruct-2507-MLX-4bit,59277,3,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
629,zai-org/GLM-4.7,58972,2032,glm4_moe,Glm4MoeForCausalLM,358B,358337791296,transformers,False,True,Glm4MoeConfig,False,2025
630,inflatebot/MN-12B-Mag-Mell-R1,58693,238,mistral,MistralForCausalLM,12B,12000000000,transformers,False,False,MistralConfig,True,2024
631,TheBloke/Mistral-7B-Instruct-v0.1-GGUF,58688,608,mistral,,7B,7000000000,transformers,False,False,MistralConfig,True,2023
632,microsoft/DialoGPT-small,58684,145,gpt2,GPT2LMHeadModel,0.18B,175620096,transformers,False,False,GPT2Config,False,2022
633,MaziyarPanahi/Nemotron-Orchestrator-8B-GGUF,58640,6,mistral,,8B,8000000000,,False,False,MistralConfig,True,2025
634,MaziyarPanahi/Trinity-Mini-GGUF,58497,1,mistral,,,,,False,False,MistralConfig,True,2025
635,MaziyarPanahi/Meta-Llama-3-8B-Instruct-GPTQ,58451,6,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
636,nvidia/DeepSeek-V3.2-NVFP4,58444,15,deepseek_v32,DeepseekV32ForCausalLM,394B,394498304256,Model Optimizer,False,True,,False,2025
637,moonshotai/Kimi-Linear-48B-A3B-Instruct,58268,560,kimi_linear,KimiLinearForCausalLM,48B,48000000000,transformers,False,False,KimiLinearConfig,False,2025
638,arnir0/Tiny-LLM,58248,50,llama,LlamaForCausalLM,0.01B,12988992,,False,False,LlamaConfig,True,2024
639,unsloth/Qwen3-8B-GGUF,58214,123,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
640,AEON-7/Qwen3.6-27B-AEON-Ultimate-Uncensored-Multimodal-NVFP4-MTP-XS,58118,30,qwen3_5,Qwen3_5ForConditionalGeneration,27B,27000000000,transformers,False,False,Qwen3_5Config,False,2026
641,nvidia/Qwen3-32B-NVFP4,57669,16,qwen3,Qwen3ForCausalLM,32B,32000000000,Model Optimizer,False,False,Qwen3Config,True,2025
642,lmstudio-community/Qwen3-4B-Instruct-2507-MLX-8bit,57552,1,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
643,nvidia/DeepSeek-V3-0324-NVFP4,57491,17,deepseek_v3,DeepseekV3ForCausalLM,397B,396767013632,Model Optimizer,False,True,DeepseekV3Config,False,2025
644,01-ai/Yi-6B-Chat,57472,70,llama,LlamaForCausalLM,6B,6000000000,transformers,False,False,LlamaConfig,True,2023
645,naver-hyperclovax/HyperCLOVAX-SEED-Vision-Instruct-3B,57420,219,hyperclovax_vlm,HCXVisionForCausalLM,3B,3000000000,transformers,False,False,,False,2025
646,lmstudio-community/Qwen3-4B-Instruct-2507-MLX-6bit,57157,0,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
647,lmstudio-community/Qwen3-4B-Instruct-2507-MLX-5bit,57033,0,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
648,aaditya/Llama3-OpenBioLLM-8B,56379,239,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
649,codellama/CodeLlama-7b-Instruct-hf,56138,257,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
650,ByteDance/Ouro-1.4B,55649,92,ouro,OuroForCausalLM,1.4B,1400000000,transformers,False,False,OuroConfig,False,2025
651,lmstudio-community/Phi-4-mini-reasoning-MLX-4bit,55063,3,phi3,Phi3ForCausalLM,0.6B,599546880,mlx,False,False,Phi3Config,True,2025
652,cyankiwi/Qwen3-30B-A3B-Thinking-2507-AWQ-4bit,55058,15,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
653,tiiuae/falcon-7b-instruct,54853,1032,falcon,FalconForCausalLM,7b,7000000000,transformers,False,False,FalconConfig,False,2023
654,XCurOS/XCurOS-0.1-8B-Instruct,54746,4,qwen2,XCurOSForCausalLM,8B,8000000000,transformers,False,False,Qwen2Config,True,2026
655,uer/gpt2-chinese-cluecorpussmall,54304,256,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
656,CohereLabs/c4ai-command-r7b-arabic-02-2025,54052,129,cohere2,Cohere2ForCausalLM,,,transformers,True,False,,False,2025
657,allenai/Olmo-3-7B-Instruct-DPO,53617,3,olmo3,Olmo3ForCausalLM,7B,7000000000,transformers,False,False,Olmo3Config,False,2025
658,meta-llama/Llama-2-13b-hf,53608,624,llama,LlamaForCausalLM,13b,13000000000,transformers,True,False,,False,2023
659,unsloth/DeepSeek-R1-Distill-Llama-8B-GGUF,53406,299,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2025
660,TheBloke/Llama-2-7B-Chat-GGUF,53335,515,llama,,7B,7000000000,transformers,False,False,LlamaConfig,True,2023
661,Qwen/Qwen3-4B-FP8,52763,39,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
662,GadflyII/GLM-4.7-Flash-NVFP4,52665,70,glm4_moe_lite,Glm4MoeLiteForCausalLM,,,transformers,False,True,Glm4MoeLiteConfig,False,2026
663,MiniMaxAI/MiniMax-M1-40k,52471,184,minimax_m1,MiniMaxM1ForCausalLM,,,transformers,False,False,MiniMaxM1Config,False,2025
664,NousResearch/Meta-Llama-3-8B-Instruct,52417,105,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
665,EleutherAI/pythia-410m-deduped,52183,20,gpt_neox,GPTNeoXForCausalLM,0.51B,505997504,transformers,False,False,GPTNeoXConfig,False,2023
666,w341e/Qwen3.5-122B-A10B-abliterated-NVFP4,52132,1,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,122B,122000000000,transformers,False,True,Qwen3_5MoeConfig,False,2026
667,lmstudio-community/gpt-oss-120b-MLX-8bit,52117,13,gpt_oss,GptOssForCausalLM,120b,120000000000,transformers,False,False,GptOssConfig,False,2025
668,LGAI-EXAONE/K-EXAONE-236B-A23B,52102,564,exaone_moe,ExaoneMoEForCausalLM,236B,236000000000,transformers,False,True,ExaoneMoeConfig,False,2025
669,ibm-granite/granite-4.1-3b-base,52054,17,granite,GraniteForCausalLM,3b,3000000000,transformers,False,False,GraniteConfig,True,2026
670,xuefengli/qwen3_4b_openthoughts_400k,51211,0,qwen3,Qwen3ForCausalLM,4B,4022468096,transformers,False,False,Qwen3Config,True,2025
671,RedHatAI/Qwen3-Coder-Next-NVFP4,50650,29,qwen3_next,Qwen3NextForCausalLM,,,,False,False,Qwen3NextConfig,False,2026
672,MaziyarPanahi/NVIDIA-Nemotron-Nano-12B-v2-GGUF,50459,2,mistral,,12B,12000000000,,False,False,MistralConfig,True,2025
673,MaziyarPanahi/Ministral-3-14B-Reasoning-2512-GGUF,50131,1,mistral,,14B,14000000000,,False,False,MistralConfig,True,2025
674,MaziyarPanahi/Qwen3-4B-Thinking-2507-GGUF,50022,2,mistral,,4B,4000000000,,False,False,MistralConfig,True,2025
675,ibm-granite/granite-4.1-8b,50004,172,granite,GraniteForCausalLM,8b,8000000000,transformers,False,False,GraniteConfig,True,2026
676,unsloth/DeepSeek-R1-0528-Qwen3-8B-GGUF,49501,397,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
677,lightseekorg/kimi-k2.5-eagle3-mla,49255,1,kimi_k2,Eagle3DeepseekV2ForCausalLM,,,,False,True,,False,2026
678,HuggingFaceTB/SmolLM-1.7B,49248,181,llama,LlamaForCausalLM,1.7B,1700000000,transformers,False,False,LlamaConfig,True,2024
679,rico03/Qwen3.6-27B-Claude-Opus-Reasoning-Distilled-GGUF,49244,38,qwen3_5,Qwen3_5ForConditionalGeneration,27B,27000000000,,False,False,Qwen3_5Config,False,2026
680,deepseek-ai/deepseek-llm-7b-chat,49237,222,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
681,RedHatAI/Qwen2-1.5B-Instruct-FP8,49188,0,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
682,Qwen/Qwen2-1.5B-Instruct-AWQ,48936,9,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
683,lmstudio-community/Qwen3-14B-MLX-4bit,48856,5,qwen3,Qwen3ForCausalLM,14B,14000000000,mlx,False,False,Qwen3Config,True,2025
684,KBlueLeaf/TIPO-500M-ft,48611,46,llama,LlamaForCausalLM,0.51B,507989760,transformers,False,False,LlamaConfig,True,2025
685,codellama/CodeLlama-34b-Instruct-hf,48593,304,llama,LlamaForCausalLM,34b,34000000000,transformers,False,False,LlamaConfig,True,2023
686,deepseek-ai/deepseek-coder-6.7b-base,48394,123,llama,LlamaForCausalLM,6.7b,6700000000,transformers,False,False,LlamaConfig,True,2023
687,unsloth/gemma-3-1b-it-GGUF,48228,86,gemma3_text,Gemma3ForCausalLM,1b,1000000000,transformers,False,False,Gemma3TextConfig,False,2025
688,Qwen/Qwen2-1.5B-Instruct-GPTQ-Int4,48224,5,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
689,openbmb/MiniCPM4-0.5B,48080,78,,MiniCPMForCausalLM,0.5B,500000000,transformers,False,False,MiniCPMConfig,False,2025
690,prometheus-eval/prometheus-7b-v2.0,47972,106,mistral,MistralForCausalLM,7b,7000000000,transformers,False,False,MistralConfig,True,2024
691,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16,47792,125,,,30B,30000000000,transformers,False,False,NemotronHConfig,False,2025
692,01-ai/Yi-6B-200K,47512,172,llama,LlamaForCausalLM,6B,6000000000,transformers,False,False,LlamaConfig,True,2023
693,WizardLMTeam/WizardLM-70B-V1.0,47493,234,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2023
694,peft-internal-testing/tiny-random-GPTJForCausalLM,47440,0,gptj,GPTJForCausalLM,0.0B,129184,transformers,False,False,GPTJConfig,False,2025
695,AEON-7/Qwen3.6-27B-AEON-Ultimate-Uncensored-NVFP4,47355,56,qwen3_5,Qwen3_5ForConditionalGeneration,27B,27000000000,transformers,False,False,Qwen3_5Config,False,2026
696,nvidia/Llama-3_3-Nemotron-Super-49B-v1,47284,323,nemotron-nas,DeciLMForCausalLM,49B,49000000000,transformers,False,False,DeciLMConfig,False,2025
697,NousResearch/Hermes-4-70B-FP8,47035,29,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2025
698,poolside/Laguna-XS.2,46948,258,laguna,LagunaForCausalLM,33B,33442617088,transformers,False,False,LagunaConfig,False,2026
699,z-lab/Qwen3-4B-DFlash-b16,46771,25,qwen3,DFlashDraftModel,4B,4000000000,transformers,False,False,Qwen3Config,True,2026
700,khazarai/Qwen3-4B-Qwen3.6-plus-Reasoning-Distilled-GGUF,46703,40,qwen3,Qwen3ForCausalLM,4B,4000000000,,False,False,Qwen3Config,True,2026
701,unsloth/Qwen2.5-3B-bnb-4bit,46647,3,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2024
702,RedHatAI/DeepSeek-V2.5-1210-FP8,46542,4,deepseek_v2,DeepseekV2ForCausalLM,236B,235741492480,transformers,False,True,DeepseekV2Config,False,2025
703,lightblue/karasu-1.1B,46288,7,llama,LlamaForCausalLM,1.1B,1100000000,transformers,False,False,LlamaConfig,True,2024
704,microsoft/Phi-4-mini-reasoning,46287,228,phi3,Phi3ForCausalLM,,,transformers,False,False,Phi3Config,True,2025
705,peft-internal-testing/tiny-random-GPT2LMHeadModel,46131,0,gpt2,GPT2LMHeadModel,0.0B,83161,transformers,False,False,GPT2Config,False,2025
706,mlx-community/Qwen2.5-14B-Instruct-4bit,45995,11,qwen2,Qwen2ForCausalLM,14B,14000000000,mlx,False,False,Qwen2Config,True,2024
707,ibm-granite/granite-3.0-8b-instruct,45846,206,granite,GraniteForCausalLM,8b,8000000000,transformers,False,False,GraniteConfig,True,2024
708,petals-team/StableBeluga2,45786,20,llama,LlamaForCausalLM,69B,68976648192,transformers,False,False,LlamaConfig,True,2023
709,cyankiwi/Hermes-4-70B-AWQ-4bit,45711,6,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2025
710,agentlans/flan-t5-small-simplifier,45570,2,t5,T5ForConditionalGeneration,0.08B,76961152,,False,False,T5Config,False,2025
711,ibm-granite/granite-8b-code-instruct-128k,45490,25,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2024
712,google/gemma-2-27b-it,45474,565,gemma2,Gemma2ForCausalLM,27b,27000000000,transformers,True,False,,False,2024
713,naver-hyperclovax/HyperCLOVAX-SEED-Think-14B,45389,114,hyperclovax,HyperCLOVAXForCausalLM,14B,14000000000,transformers,False,False,HyperCLOVAXConfig,False,2025
714,unsloth/Qwen3-1.7B-unsloth-bnb-4bit,45103,12,qwen3,Qwen3ForCausalLM,1.7B,1700000000,transformers,False,False,Qwen3Config,True,2025
715,z-lab/Qwen3-8B-DFlash-b16,44973,23,qwen3,DFlashDraftModel,8B,8000000000,transformers,False,False,Qwen3Config,True,2026
716,RedHatAI/Qwen3-32B-NVFP4,44861,8,qwen3,Qwen3ForCausalLM,32B,32000000000,,False,False,Qwen3Config,True,2025
717,lmstudio-community/Seed-OSS-36B-Instruct-MLX-8bit,44616,2,seed_oss,SeedOssForCausalLM,36B,36000000000,transformers,False,False,SeedOssConfig,False,2025
718,Qwen/Qwen1.5-0.5B,44502,173,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
719,RedHatAI/Qwen3-4B-quantized.w4a16,44304,4,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
720,tomg-group-umd/DynaGuard-1.7B,44272,3,qwen3,Qwen3ForCausalLM,1.7B,1700000000,transformers,False,False,Qwen3Config,True,2025
721,optimum-intel-internal-testing/tiny-GptOssForCausalLM,44098,0,gpt_oss,GptOssForCausalLM,0.0B,3431024,transformers,False,False,GptOssConfig,False,2025
722,optimum-intel-internal-testing/tiny-random-ArceeForCausalLM,44057,0,arcee,ArceeForCausalLM,0.0B,4129088,transformers,False,False,ArceeConfig,False,2025
723,stas/tiny-random-llama-2,44007,42,llama,LlamaForCausalLM,0.0B,104272,transformers,False,False,LlamaConfig,True,2023
724,onnx-community/Qwen2.5-0.5B-Instruct,43553,15,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers.js,False,False,Qwen2Config,True,2024
725,lmstudio-community/Qwen3-14B-MLX-8bit,43506,1,qwen3,Qwen3ForCausalLM,14B,14000000000,mlx,False,False,Qwen3Config,True,2025
726,lmstudio-community/Seed-OSS-36B-Instruct-MLX-4bit,43355,0,seed_oss,SeedOssForCausalLM,36B,36000000000,transformers,False,False,SeedOssConfig,False,2025
